name,effective_resistance,energy_per_cycle,write_energy_per_byte,read_energy_per_byte
stm32l152re,529,0.000000000643125,0.000000101475,0.000000000896875
msp430fr5969_16MHz,300,0.0000000000421875,0.0000000001875,0
